smiles_list,Drug_ID,Drug Name
COc1c2c(nc(n1)N)n(cn2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O,SmallMolecule_847,Nelarabine
Cc1c(cccc1O)C(=O)N[C@@H](CSc2ccccc2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O,SmallMolecule_848,Nelfinavir
C[C@@H]1[C@@H](CCN1Cc2ccccc2)NC(=O)c3cc(c(cc3OC)NC)Cl,SmallMolecule_849,Nemonapride
C[C@H]1C[C@@H](CN(C1)c2ccc3c(c2OC)n(cc(c3=O)C(=O)O)C4CC4)N,SmallMolecule_850,Nemonoxacin
CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,SmallMolecule_851,Neostigmine
c1ccc(cc1)C(=O)c2cccc(c2N)CC(=O)N,SmallMolecule_852,Nepafenac
CCOc1cc2c(cc1NC(=O)/C=C/CN(C)C)c(c(cn2)C#N)Nc3ccc(c(c3)Cl)OCc4ccccn4,SmallMolecule_853,Neratinib
C(CCC(O)(P(=O)(O)O)P(=O)(O)O)CCN,SmallMolecule_854,Neridronic
Cc1ccc(c(c1)C)C(=O)OCc2ccc(cc2)[C@@H](CN)C(=O)Nc3ccc4cnccc4c3,SmallMolecule_855,Netarsudil
Cc1ccnc2c1NC(=O)c3cccnc3N2C4CC4,SmallMolecule_856,Nevirapine
CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)Cc2ccccc2)c3cccc(c3)[N+](=O)[O-])C(=O)OC,SmallMolecule_857,Nicardipine
CN1C[C@@H](C[C@]2([C@H]1CC3=CN(C4=CC=CC2C34)C)OC)COC(=O)c5cc(cnc5)Br,SmallMolecule_858,Nicergoline
c1cc(cnc1)C(=O)NCCO[N+](=O)[O-],SmallMolecule_859,Nicorandil
CC1=C(C(C(=C(N1)C)C(=O)OC)c2ccccc2[N+](=O)[O-])C(=O)OC,SmallMolecule_862,Nifedipine
Cn1c(cc(=O)n(c1=O)C)NCCN(CCCc2ccc(cc2)[N+](=O)[O-])CCO,SmallMolecule_863,Nifekalant
c1cc(oc1/C=C/C=N/NC(=O)c2ccc(s2)[N+](=O)[O-])[N+](=O)[O-],SmallMolecule_864,Nifurzide
Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)C(=O)Nc4cc(cc(c4)n5cc(nc5)C)C(F)(F)F,SmallMolecule_865,Nilotinib
CC1(C(=O)N(C(=O)N1)c2ccc(c(c2)C(F)(F)F)[N+](=O)[O-])C,SmallMolecule_866,Nilutamide
CC1=C(C(C(=C(N1)C#N)C(=O)OC)c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C,SmallMolecule_867,Nilvadipine
CS(=O)(=O)Nc1ccc(cc1Oc2ccccc2)[N+](=O)[O-],SmallMolecule_868,Nimesulide
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)c2cccc(c2)[N+](=O)[O-])C(=O)OCCOC,SmallMolecule_869,Nimodipine
c1c(n(cn1)CCN2CCOCC2)[N+](=O)[O-],SmallMolecule_870,Nimorazole
CN1CCN(CC1)CC(=O)N(C)c2ccc(cc2)N/C(=C\3/c4ccc(cc4NC3=O)C(=O)OC)/c5ccccc5,SmallMolecule_871,Nintedanib
CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)c2ccccc2[N+](=O)[O-])C(=O)OC,SmallMolecule_873,Nisoldipine
CC(=O)Oc1ccccc1C(=O)Nc2ncc(s2)[N+](=O)[O-],SmallMolecule_874,Nitazoxanide
C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],SmallMolecule_875,Nitroglycerin
CN/C(=C\[N+](=O)[O-])/NCCSCc1csc(n1)CN(C)C,SmallMolecule_876,Nizatidine
CC1([C@@H]([C@H](c2ccc(cc2O1)OC)c3ccc(cc3)OCCN4CCCC4)c5ccccc5)C,SmallMolecule_877,Nonsteroidal
CCn1cc(c(=O)c2c1cc(c(c2)F)N3CCNCC3)C(=O)O,SmallMolecule_878,Norfloxacin
CC[C@@H]1[C@@H]2C[C@@H](CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3[C@@H]1O)CC[C@@H]4[C@H](C)CCC(=O)O)C)C)O,SmallMolecule_880,Obeticholic
CCCCC1(CN(c2cc(c(cc2S(=O)(=O)N1)OCC(=O)N[C@H](c3ccc(cc3)O)C(=O)N[C@@H](CC)C(=O)O)SC)c4ccccc4)CCCC,SmallMolecule_882,Odevixibat
CC1COc2c3n1cc(c(=O)c3cc(c2N4CCN(CC4)C)F)C(=O)O,SmallMolecule_883,Ofloxacin
CCCCCCCCNC(=N)NC(=N)NCc1ccc(c(c1)Cl)Cl,SmallMolecule_884,Olanexidine
Cc1cc2c(s1)Nc3ccccc3N=C2N4CCN(CC4)C,SmallMolecule_885,Olanzapine
c1ccc2c(c1)c(n[nH]c2=O)Cc3ccc(c(c3)C(=O)N4CCN(CC4)C(=O)C5CC5)F,SmallMolecule_886,Olaparib
CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C,SmallMolecule_887,Oleogels10
COc1ccsc1CNCC[C@]2(CCOC3(C2)CCCC3)c4ccccn4,SmallMolecule_888,Oliceridine
CCCc1nc(c(n1Cc2ccc(cc2)c3ccccc3c4[nH]nnn4)C(=O)OC(C)OC(=O)OC5CCCCC5)C(C)(C)O,SmallMolecule_889,Olmesartan
CN1CCN(CC1)c2ccc(cc2)Nc3nc4ccsc4c(n3)Oc5cccc(c5)NC(=O)C=C,SmallMolecule_890,Olmutinib
CC(C)(Cc1ccc(cc1)OC)NC[C@@H](c2cc(cc3c2OCC(=O)N3)O)O,SmallMolecule_891,Olodaterol
CN(C)CC/C=C\1/c2ccccc2COc3c1cc(cc3)CC(=O)O,SmallMolecule_892,Olopatadine
Cc1c(cc(c(=O)[nH]1)C#N)c2ccc3nccn3c2,SmallMolecule_893,Olprinone
c1cc(c(cc1/N=N/c2ccc(c(c2)C(=O)O)O)C(=O)O)O,SmallMolecule_894,Olsalazine
Cc1ccc(cc1C#Cc2cc3cn[nH]c3nc2)C(=O)Nc4ccc(c(c4)C(F)(F)F)CN5CCN(CC5)C,SmallMolecule_895,Olverembatinib
CC(C)(CCC[C@@](CC(=O)OC)(C(=O)O[C@H]1[C@H]2c3cc4c(cc3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O,SmallMolecule_896,Omacetaxine
CC(C)(C)CNCc1cc(c2c(c1O)C(=O)C3[C@@H](C2)C[C@H]4[C@@H](C(=O)C(C(=O)[C@]4(C3=O)O)C(=O)N)N(C)C)N(C)C,SmallMolecule_897,Omadacycline
CS(=O)(=O)n1cc2c(n1)CN(C2)[C@@H]3C[C@@H]([C@H](OC3)c4cc(ccc4F)F)N,SmallMolecule_898,Omarigliptin
Cc1cnc(c(c1OC)C)CS(=O)c2[nH]c3ccc(cc3n2)OC,SmallMolecule_899,Omeprazole
CC(C)OC(=O)CNc1cccc(n1)CN(Cc2ccc(cc2)n3cccn3)S(=O)(=O)c4cccnc4,SmallMolecule_900,Omidenepag
C/C(=C(\c1ccc(cc1Cl)Cl)/OCCOc2ccc(cc2)Cl)/n3ccnc3,SmallMolecule_901,Omoconazole
COc1cc2c(cc1OC)nc(nc2N)N3CCN(CC3)C(=O)c4ccco4,SmallMolecule_902,Once
C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)[O-],SmallMolecule_903,Oncedaily
Cc1nccn1CC2CCc3c(c4ccccc4n3C)C2=O,SmallMolecule_904,Ondansetron
Cc1c(c([n+](c(c1Cl)C)[O-])Cl)c2nc(on2)c3cc(c(c(c3)O)O)[N+](=O)[O-],SmallMolecule_905,Opicapone
C=CC(=O)N1CCC(CC1)c2ccc(c(n2)c3ccc(cc3)Oc4ccccc4)C(=O)N,SmallMolecule_906,Orelabrutinib
CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,SmallMolecule_907,Orlistat
CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)OCC,SmallMolecule_908,Oseltamivir
c1cc(c(cc1C#N)F)[C@H]2CCc3n2cnc3,SmallMolecule_909,Osilodrostat
Cn1cc(c2c1cccc2)c3ccnc(n3)Nc4cc(c(cc4OC)N(C)CCN(C)C)NC(=O)C=C,SmallMolecule_910,Osimertinib
c1ccc(cc1)/C(=C(/c2ccccc2)\c3ccc(cc3)OCCO)/CCCl,SmallMolecule_911,Ospemifene
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(COC(=O)C4)C,SmallMolecule_913,Oxandrolone
c1ccc2c(c1)CC(=O)c3ccccc3N2C(=O)N,SmallMolecule_914,Oxcarbazepine
c1cc2c(cc1O)c(c[nH]2)C[C@@H](C(=O)O)N,SmallMolecule_916,Oxitriptan
CCN(CC)CC#CCOC(=O)C(c1ccccc1)(C2CCCCC2)O,SmallMolecule_917,Oxybutynin
CN1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)OC,SmallMolecule_918,Oxycodone
Cc1cc(c(c(c1CC2=NCCN2)C)O)C(C)(C)C,SmallMolecule_919,Oxymetazoline
CN1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O,SmallMolecule_920,Oxymorphone
c1cc(ccc1Cn2ccnc2)/C=C/C(=O)O,SmallMolecule_921,Ozagrel
CC(C)Oc1ccc(cc1C#N)c2nc(no2)c3cccc4c3CC[C@@H]4NCCO,SmallMolecule_922,Ozanimod
Cc1cc(cnc1NC)c2ccc3c(c2C)n(cc(c3=O)C(=O)O)C4CC4,SmallMolecule_923,Ozenoxacin
c1cc2c3c(c1)CCC[C@@H]3CN(C2=O)[C@H]4[C@H]5CCN(C4)CC5,SmallMolecule_926,Palanosetron
Cc1c2cnc(nc2n(c(=O)c1C(=O)C)C3CCCC3)Nc4ccc(cn4)N5CCNCC5,SmallMolecule_927,Palbociclib
CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(c(c2=O)CCN3CCC(CC3)c4c5ccc(cc5on4)F)C,SmallMolecule_928,Paliperidone
c1cc2c3c(c1)CCC[C@@H]3CN(C2=O)[C@H]4[C@H]5CCN(C4)CC5,SmallMolecule_929,Palonosetron
C(CN)C(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],SmallMolecule_930,Pamidronate
C[C@]12CCCN1CC3=NNC(=O)c4cc(cc5c4c3c2[nH]5)F,SmallMolecule_931,Pamiparib
Cc1c(c2ccccc2[nH]1)CCNCc3ccc(cc3)/C=C/C(=O)NO,SmallMolecule_932,Panobinostat
COc1ccnc(c1OC)CS(=O)c2[nH]c3ccc(cc3n2)OC(F)F,SmallMolecule_933,Pantoprazole
CCC(=O)N([Na])S(=O)(=O)c1ccc(cc1)c2c(onc2c3ccccc3)C,SmallMolecule_935,Parecoxib
C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C3C[C@H](C[C@@H](C3)O)O)C,SmallMolecule_936,Paricalcitol
CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C#N)C,SmallMolecule_938,Paxlovid
Cc1ccc(cc1S(=O)(=O)N)Nc2nccc(n2)N(C)c3ccc4c(n(nc4c3)C)C,SmallMolecule_939,Pazopanib
C[C@H]1COc2c(c(cc3c2n1cc(c3=O)C(=O)O)F)C4(CC4)N,SmallMolecule_940,Pazufloxacin
c1c[nH]c2c1c(c(cn2)C(=O)N)N[C@@H]3[C@@H]4C[C@@H]5C[C@H]3C[C@@](C5)(C4)O,SmallMolecule_941,Peficitinib
CC(c1ccc(cc1)/C=C/2\CCCCC2=O)C(=O)O,SmallMolecule_942,Pelubiprofen
CC[C@H](C(=O)O)Oc1cccc(c1)CN(CCCOc2ccc(cc2)OC)c3nc4ccccc4o3,SmallMolecule_943,Pemafibrate
c1cc(ccc1CCc2c[nH]c3c2c(=O)nc([nH]3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,SmallMolecule_944,Pemetrexed
CCN1c2c3cc([nH]c3ncc2CN(C1=O)c4c(c(cc(c4F)OC)OC)F)CN5CCOCC5,SmallMolecule_945,Pemigatinib
Cc1cccn2c1ncc(c2=O)c3[nH]nnn3,SmallMolecule_946,Pemirolast
c1nc2c(n1CCC(CO)CO)nc(nc2O)N,SmallMolecule_947,Penciclovir
c1ccc(cc1)C(COC2CN3CCC2CC3)(C4CCCC4)O,SmallMolecule_948,Penehyclidine
C(CN(CC(=O)[O-])CC(=O)[O-])N(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],SmallMolecule_949,Pentetate
c1nc2c(n1[C@H]3C[C@@H]([C@H](O3)CO)O)N=CNC[C@H]2O,SmallMolecule_950,Pentostatin
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(c1=O)C,SmallMolecule_951,Pentoxifylline
CCC(CC)[C@@H]([C@H]1[C@@H](C[C@@H]([C@H]1O)C(=O)O)NC(=N)N)NC(=O)C,SmallMolecule_952,Peramivir
c1ccc(cc1)n2cc(cc(c2=O)c3ccccc3C#N)c4ccccn4,SmallMolecule_953,Perampanel
CCCN1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4c3c2ccc4)CSC,SmallMolecule_955,Pergolide
CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O,SmallMolecule_956,Perindopril
c1ccc2c(c1)c(ns2)N3CCN(CC3)CCCCN4C(=O)[C@@H]5CCCC[C@@H]5C4=O,SmallMolecule_957,Perospirone
c1cc(ncc1Cc2c[nH]c3c2cc(cn3)Cl)NCc4ccc(nc4)C(F)(F)F,SmallMolecule_958,Pexidartinib
CC(COc1ccccc1)N(CCCl)Cc2ccccc2,SmallMolecule_959,Phenoxybenzamine
Cc1ccc(cc1)N(CC2=NCCN2)c3cccc(c3)O,SmallMolecule_960,Phentolamine
c1ccc(cc1)C2(C(=O)NC(=O)N2)c3ccccc3,SmallMolecule_962,Phenytoin
Cc1cn(c(=O)[nH]c1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)O)N=[N+]=[N-],SmallMolecule_963,Phosphazid
c1cc(ncc1C(=O)NCCCC[C@@H](C(=O)O)NC(=O)N[C@@H](CCC(=O)O)C(=O)O)[18F],SmallMolecule_964,Piflufolastat
CC[C@H]1[C@H](COC1=O)Cc2cncn2C,SmallMolecule_965,Pilocarpine
Cc1cccc(c1NC(=O)CC23CCCN2CCC3)C,SmallMolecule_966,Pilsicainide
CC(C)COc1ccc(cc1)CNC(=O)N(Cc2ccc(cc2)F)C3CCN(CC3)C,SmallMolecule_967,Pimavanserin
CC1CC(=O)NN=C1c2ccc3c(c2)nc([nH]3)c4ccc(cc4)OC,SmallMolecule_968,Pimobendan
CCc1ccc(nc1)CCOc2ccc(cc2)CC3C(=O)NC(=O)S3,SmallMolecule_969,Pioglitazone
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1N4CC[N+](CC4)(C)C)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)N6CC[N+](CC6)(C)C)C,SmallMolecule_970,Pipecuronium
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3O)C(=O)c5cccc(c5C4=O)OC)O)(C(=O)CO)O)N)O[C@@H]6CCCCO6,SmallMolecule_972,Pirarubicin
C[C@@H]1CCC[C@@H](N1CCCC(c2ccccc2)(c3ccccn3)O)C,SmallMolecule_974,Pirmenol
CN1C(=C(c2ccccc2S1(=O)=O)O)C(=O)Nc3ccccn3,SmallMolecule_975,Piroxicam
c1cc(ccc1CCCOCCCN2CCCCC2)Cl,SmallMolecule_977,Pitolisant
c1cc(c2c(c1NCCN)C(=O)c3ccncc3C2=O)NCCN,SmallMolecule_978,Pixuvri
C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CNCCO)N)N)NC(=O)[C@H](CCN)O)O,SmallMolecule_979,Plazomicin
c1cc(ccc1CN2CCCNCCNCCCNCC2)CN3CCCNCCNCCCNCC3,SmallMolecule_980,Plerixafor
COc1cc(cc(c1OC)OC)[C@@H]2c3cc4c(cc3[C@@H]([C@@H]5[C@@H]2C(=O)OC5)O)OCO4,SmallMolecule_981,Podofilox
c1c(nc[nH]1)C[C@H]2C(=O)O[Zn]N2C(=O)CCN,SmallMolecule_982,Polaprezinc
C(CCl)NC(=O)N(CCCl)N=O,SmallMolecule_983,Polifeprosan
CC1(C(=O)C(=C(O1)c2ccc(cc2)S(=O)(=O)N)c3cccc(c3)F)C,SmallMolecule_984,Polmacoxib
c1cc2c(c(c1)N)C(=O)N(C2=O)C3CCC(=O)NC3=O,SmallMolecule_985,Pomalidomide
Cc1ccc(cc1C#Cc2cnc3n2nccc3)C(=O)Nc4ccc(c(c4)C(F)(F)F)CN5CCN(CC5)C,SmallMolecule_986,Ponatinib
CCC/N=C\1/N(C(=O)/C(=C/c2ccc(c(c2)Cl)OC[C@@H](CO)O)/S1)c3ccccc3C,SmallMolecule_987,Ponesimod
CC[C@@H]([C@H](C)O)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5C[C@](OC5)(Cn6cncn6)c7ccc(cc7F)F,SmallMolecule_988,Posaconazole
C#CCC(Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,SmallMolecule_989,Pralatrexate
Cc1[nH]nc(c1)Nc2nc(nc(c2)C)[C@H]3CC[C@](CC3)(OC)C(=O)N[C@H](c4cnc(cc4)n5ncc(c5)F)C,SmallMolecule_990,Pralsetinib
CCCN[C@H]1CCc2c(sc(n2)N)C1,SmallMolecule_991,Pramipexole
CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,SmallMolecule_992,Pramiracetam
c1ccc(cc1)CCCCOc2ccc(cc2)C(=O)Nc3cccc4c3oc(cc4=O)c5[nH]nnn5,SmallMolecule_993,Pranlukast
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C,SmallMolecule_994,Prasterone
CC(=O)Oc1cc2c(s1)CCN(C2)C(c3ccccc3F)C(=O)C4CC4,SmallMolecule_995,Prasugrel
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O,SmallMolecule_996,Pravastatin
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CCCc4ccc(cc4)N(CCCl)CCCl)O)CCC5=CC(=O)C=C[C@]35C)O,SmallMolecule_997,Prednimustine
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COP(=O)([O-])[O-])O)CCC4=CC(=O)C=C[C@]34C)O,SmallMolecule_998,Prednisolone
C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,SmallMolecule_999,Prednisone
CN1CCN(CC1)CCCN2c3c(ccc(c3)Cl)Sc4c2cccc4,SmallMolecule_1001,Prochlorperazine
CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,SmallMolecule_1002,Progesterone
CCCNCC(COc1ccccc1C(=O)CCc2ccccc2)O,SmallMolecule_1003,Propafenone
CCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,SmallMolecule_1004,Propionyllcarnitine
CCCOC(c1ccccc1)(c2ccccc2)C(=O)OC3CCN(CC3)C,SmallMolecule_1005,Propiverine
CC(C)NCC(COc1cccc2c1cccc2)O,SmallMolecule_1007,Propranolol
COCCCN1CCC(CC1)NC(=O)c2cc(c(c3c2OCC3)N)Cl,SmallMolecule_1008,Prucalopride
Cc1c(oc(=O)o1)CN2CCN(CC2)c3cc4c(cc3F)c(=O)c(c5n4C(S5)C)C(=O)O,SmallMolecule_1009,Prulifloxacin
CCCCCCCCCCCCCCCCCCCCCCO,SmallMolecule_1011,Pygeum
COc1ccc2c(n1)c(c3ccc(cc3n2)Cl)Nc4cc(c(c(c4)CN5CCCC5)O)CN6CCCC6,SmallMolecule_1012,Pyronaridine
CCOc1c(cc2c(c(cnc2c1)C#N)Nc3cc(c(cc3)OCc4ncccc4)Cl)NC(=O)/C=C/[C@@H]5N(CCC5)C,SmallMolecule_1013,Pyrotinib
c1ccc(c(c1)C2=NCC(=S)N(c3c2cc(cc3)Cl)CC(F)(F)F)F,SmallMolecule_1014,Quazepam
c1ccc2c(c1)C(=Nc3ccccc3S2)N4CCN(CC4)CCOCCO,SmallMolecule_1015,Quetiapine
CCCN1C[C@H](C[C@H]2[C@H]1Cc3cccc(c3C2)O)NS(=O)(=O)N(CC)CC,SmallMolecule_1016,Quinagolide
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3ccccc3C[C@H]2C(=O)O,SmallMolecule_1017,Quinapril
COc1ccc2c(c1)c(ccn2)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,SmallMolecule_1018,Quinine
CC(C)(C)c1cc(no1)NC(=O)Nc2ccc(cc2)c3cn4c5ccc(cc5sc4n3)OCCN6CCOCC6,SmallMolecule_1019,Quizartinib
Cc1c(ccnc1CS(=O)c2[nH]c3ccccc3n2)OCCCOC,SmallMolecule_1020,Rabeprazole
CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc2ccccc2,SmallMolecule_1021,Racecadotril
Cc1ccc(cc1Nc2nccc(n2)c3cnccn3)C(=O)Nc4cc(cc(c4)n5cc(nc5)C)C(F)(F)F,SmallMolecule_1022,Radotinib
c1cc(ccc1c2c(c3ccc(cc3s2)O)C(=O)c4ccc(cc4)OCCN5CCCCC5)O,SmallMolecule_1023,Raloxifene
Cc1nnc(o1)C(=O)NC(C)(C)c2nc(c(c(=O)n2C)O)C(=O)NCc3ccc(cc3)F,SmallMolecule_1024,Raltegravir
Cc1[nH]c2ccc(cc2c(=O)n1)CN(C)c3ccc(s3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,SmallMolecule_1025,Raltitrexed
c1ccc2c(c1)c3c(n2CCC(=O)O)CC[C@H](C3)NS(=O)(=O)c4ccc(cc4)F,SmallMolecule_1026,Ramatroban
CCC(=O)NCC[C@@H]1CCc2c1c3c(cc2)OCC3,SmallMolecule_1027,Ramelteon
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,SmallMolecule_1028,Ramipril
Cn1cc(c2c1cccc2)C(=O)[C@@H]3CCc4c(nc[nH]4)C3,SmallMolecule_1029,Ramosetron
CN/C(=C/[N+](=O)[O-])/NCCSCc1ccc(o1)CN(C)C,SmallMolecule_1030,Ranitidine
Cc1cccc(c1NC(=O)CN2CCN(CC2)CC(COc3ccccc3OC)O)C,SmallMolecule_1031,Ranolazine
CC(C)[C@@H](C(=O)N1CCC[C@H]1c2[nH]cc(n2)c3ccc4cc(ccc4c3)c5ccc6c(c5)nc([nH]6)[C@@H]7CCCN7C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,SmallMolecule_1033,Ravidasvir
c1ccc2c(c1)c(cc(=O)[nH]2)CC(C(=O)O)NC(=O)c3ccc(cc3)Cl,SmallMolecule_1034,Rebamipide
CCOc1ccccc1O[C@@H](c2ccccc2)[C@@H]3CNCCO3,SmallMolecule_1035,Reboxetine
CNC(=O)c1cc(ccn1)Oc2ccc(c(c2)F)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,SmallMolecule_1037,Regorafenib
CN(C)Cc1c2c(=O)n(c(=O)n(c2sc1c3ccc(cc3)NC(=O)NOC)Cc4c(cccc4F)F)c5ccc(nn5)OC,SmallMolecule_1038,Relugolix
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)c2ccc3n2ncnc3N)O)O)Oc4ccccc4,SmallMolecule_1039,Remdesivir
CCC(=O)N(c1ccccc1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,SmallMolecule_1040,Remifentanil
CCOC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)Oc2c(c(n(n2)C(C)C)C)Cc3ccc(cc3)OC(C)C)O)O)O,SmallMolecule_1042,Remogliflozin
CCOc1cc(ccc1C(=O)O)CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3,SmallMolecule_1043,Repaglinide
Cc1ccc2c(c1C)[nH]c(=O)c3c2oc(cc3=O)C(=O)OCCC(C)C,SmallMolecule_1044,Repirinast
C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1([C@@H](C[C@@]([C@H]([C@@H]3C)O)(C)C=C)OC(=O)CS[C@@H]4C[C@H]5CC[C@@H](C4)N5C)C,SmallMolecule_1045,Retapamulin
CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,SmallMolecule_1046,Retinoic
Cc1c(nc(nc1N2CCc3ccccc3C2C)Nc4ccc(cc4)F)C,SmallMolecule_1047,Revaprazan
CN(CCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3)C(=O)c4ccc(cc4)CN5CCC(CC5)C(=O)N,SmallMolecule_1048,Revefenacin
c1nc(nn1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,SmallMolecule_1049,Ribavirin
CN(C)C(=O)c1cc2cnc(nc2n1C3CCCC3)Nc4ccc(cn4)N5CCNCC5,SmallMolecule_1050,Ribociclib
Cc1cc2c(cc1C)n(c-3nc(=O)[nH]c(=O)c3n2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,SmallMolecule_1051,Riboflavinvitamin
Cc1c(c2c3c(cc(c2O)NC(=O)/C(=C\C=C\[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]([C@H](/C=C/O[C@@]4(C(=O)c3c1O4)C)OC)C)OC(=O)C)C)O)C)O)C)/C)O)O,SmallMolecule_1053,Rifamycin
Cc1ccn2c(c1)nc3c2c4c(c5c3c6c(c(c5O)C)O[C@@](C6=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)N4)/C)C)O)C)O)C)OC(=O)C)C)OC)C)O,SmallMolecule_1055,Rifaximin
Cc1cc(cc(c1Nc2ccnc(n2)Nc3ccc(cc3)C#N)C)/C=C/C#N,SmallMolecule_1056,Rilpivirine
c1cc2c(cc1OC(F)(F)F)sc(n2)N,SmallMolecule_1057,Riluzole
c1cc(c(c(c1)F)F)[C@@H]2CC[C@H](c3c(cccn3)[C@H]2N)OC(=O)N4CCC(CC4)n5c6cccnc6[nH]c5=O,SmallMolecule_1059,Rimegepant
CCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)C)C,SmallMolecule_1060,Rimexolone
